file_name,file_path,extension,file_size_kb,parent_folder,inferred_topic,data_stage,row_count,column_count,column_names,sheet_names,top_level_keys,duplicate_locations,notes
ACSDT5Y2010.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2010.B07009-Column-Metadata.csv,csv,6.25,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2010.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2010.B07009-Data.csv,csv,20.4,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,32,75,Geography; Geographic Area Name; Estimate!!Total; Margin of Error!!Total; Estimate!!Total!!Less than high school graduate; Margin of Error!!Total!!Less than high school graduate; Estimate!!Total!!High school graduate (includes equivalency); Margin of Error!!Total!!High school graduate (includes equivalency); Estimate!!Total!!Some college or associate's degree; Margin of Error!!Total!!Some college or associate's degree; Estimate!!Total!!Bachelor's degree; Margin of Error!!Total!!Bachelor's degree; Estimate!!Total!!Graduate or professional degree; Margin of Error!!Total!!Graduate or professional degree; Estimate!!Total!!Same house 1 year ago; Margin of Error!!Total!!Same house 1 year ago; Estimate!!Total!!Same house 1 year ago!!Less than high school graduate; Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate; Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree; Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree; Estimate!!Total!!Same house 1 year ago!!Bachelor's degree; Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree; Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2010.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2010.B07009-Table-Notes.txt,txt,5.59,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2011.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2011.B07009-Column-Metadata.csv,csv,6.25,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2011.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2011.B07009-Data.csv,csv,20.07,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,32,75,Geography; Geographic Area Name; Estimate!!Total; Margin of Error!!Total; Estimate!!Total!!Less than high school graduate; Margin of Error!!Total!!Less than high school graduate; Estimate!!Total!!High school graduate (includes equivalency); Margin of Error!!Total!!High school graduate (includes equivalency); Estimate!!Total!!Some college or associate's degree; Margin of Error!!Total!!Some college or associate's degree; Estimate!!Total!!Bachelor's degree; Margin of Error!!Total!!Bachelor's degree; Estimate!!Total!!Graduate or professional degree; Margin of Error!!Total!!Graduate or professional degree; Estimate!!Total!!Same house 1 year ago; Margin of Error!!Total!!Same house 1 year ago; Estimate!!Total!!Same house 1 year ago!!Less than high school graduate; Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate; Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree; Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree; Estimate!!Total!!Same house 1 year ago!!Bachelor's degree; Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree; Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2011.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2011.B07009-Table-Notes.txt,txt,5.36,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2012.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2012.B07009-Column-Metadata.csv,csv,6.25,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2012.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2012.B07009-Data.csv,csv,20.06,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,32,75,Geography; Geographic Area Name; Estimate!!Total; Margin of Error!!Total; Estimate!!Total!!Less than high school graduate; Margin of Error!!Total!!Less than high school graduate; Estimate!!Total!!High school graduate (includes equivalency); Margin of Error!!Total!!High school graduate (includes equivalency); Estimate!!Total!!Some college or associate's degree; Margin of Error!!Total!!Some college or associate's degree; Estimate!!Total!!Bachelor's degree; Margin of Error!!Total!!Bachelor's degree; Estimate!!Total!!Graduate or professional degree; Margin of Error!!Total!!Graduate or professional degree; Estimate!!Total!!Same house 1 year ago; Margin of Error!!Total!!Same house 1 year ago; Estimate!!Total!!Same house 1 year ago!!Less than high school graduate; Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate; Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree; Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree; Estimate!!Total!!Same house 1 year ago!!Bachelor's degree; Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree; Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2012.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2012.B07009-Table-Notes.txt,txt,5.36,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2013.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2013.B07009-Column-Metadata.csv,csv,6.25,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2013.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2013.B07009-Data.csv,csv,20.04,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,32,75,Geography; Geographic Area Name; Estimate!!Total; Margin of Error!!Total; Estimate!!Total!!Less than high school graduate; Margin of Error!!Total!!Less than high school graduate; Estimate!!Total!!High school graduate (includes equivalency); Margin of Error!!Total!!High school graduate (includes equivalency); Estimate!!Total!!Some college or associate's degree; Margin of Error!!Total!!Some college or associate's degree; Estimate!!Total!!Bachelor's degree; Margin of Error!!Total!!Bachelor's degree; Estimate!!Total!!Graduate or professional degree; Margin of Error!!Total!!Graduate or professional degree; Estimate!!Total!!Same house 1 year ago; Margin of Error!!Total!!Same house 1 year ago; Estimate!!Total!!Same house 1 year ago!!Less than high school graduate; Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate; Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree; Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree; Estimate!!Total!!Same house 1 year ago!!Bachelor's degree; Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree; Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2013.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2013.B07009-Table-Notes.txt,txt,5.3,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2014.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2014.B07009-Column-Metadata.csv,csv,6.25,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2014.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2014.B07009-Data.csv,csv,20.03,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,32,75,Geography; Geographic Area Name; Estimate!!Total; Margin of Error!!Total; Estimate!!Total!!Less than high school graduate; Margin of Error!!Total!!Less than high school graduate; Estimate!!Total!!High school graduate (includes equivalency); Margin of Error!!Total!!High school graduate (includes equivalency); Estimate!!Total!!Some college or associate's degree; Margin of Error!!Total!!Some college or associate's degree; Estimate!!Total!!Bachelor's degree; Margin of Error!!Total!!Bachelor's degree; Estimate!!Total!!Graduate or professional degree; Margin of Error!!Total!!Graduate or professional degree; Estimate!!Total!!Same house 1 year ago; Margin of Error!!Total!!Same house 1 year ago; Estimate!!Total!!Same house 1 year ago!!Less than high school graduate; Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate; Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree; Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree; Estimate!!Total!!Same house 1 year ago!!Bachelor's degree; Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree; Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2014.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2014.B07009-Table-Notes.txt,txt,5.32,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2015.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2015.B07009-Column-Metadata.csv,csv,6.25,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2015.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2015.B07009-Data.csv,csv,20.06,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,32,75,Geography; Geographic Area Name; Estimate!!Total; Margin of Error!!Total; Estimate!!Total!!Less than high school graduate; Margin of Error!!Total!!Less than high school graduate; Estimate!!Total!!High school graduate (includes equivalency); Margin of Error!!Total!!High school graduate (includes equivalency); Estimate!!Total!!Some college or associate's degree; Margin of Error!!Total!!Some college or associate's degree; Estimate!!Total!!Bachelor's degree; Margin of Error!!Total!!Bachelor's degree; Estimate!!Total!!Graduate or professional degree; Margin of Error!!Total!!Graduate or professional degree; Estimate!!Total!!Same house 1 year ago; Margin of Error!!Total!!Same house 1 year ago; Estimate!!Total!!Same house 1 year ago!!Less than high school graduate; Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate; Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree; Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree; Estimate!!Total!!Same house 1 year ago!!Bachelor's degree; Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree; Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2015.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2015.B07009-Table-Notes.txt,txt,5.9,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2016.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2016.B07009-Column-Metadata.csv,csv,6.25,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2016.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2016.B07009-Data.csv,csv,20.06,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,32,75,Geography; Geographic Area Name; Estimate!!Total; Margin of Error!!Total; Estimate!!Total!!Less than high school graduate; Margin of Error!!Total!!Less than high school graduate; Estimate!!Total!!High school graduate (includes equivalency); Margin of Error!!Total!!High school graduate (includes equivalency); Estimate!!Total!!Some college or associate's degree; Margin of Error!!Total!!Some college or associate's degree; Estimate!!Total!!Bachelor's degree; Margin of Error!!Total!!Bachelor's degree; Estimate!!Total!!Graduate or professional degree; Margin of Error!!Total!!Graduate or professional degree; Estimate!!Total!!Same house 1 year ago; Margin of Error!!Total!!Same house 1 year ago; Estimate!!Total!!Same house 1 year ago!!Less than high school graduate; Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate; Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree; Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree; Estimate!!Total!!Same house 1 year ago!!Bachelor's degree; Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree; Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2016.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2016.B07009-Table-Notes.txt,txt,5.9,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2017.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2017.B07009-Column-Metadata.csv,csv,6.25,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2017.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2017.B07009-Data.csv,csv,20.08,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,32,75,Geography; Geographic Area Name; Estimate!!Total; Margin of Error!!Total; Estimate!!Total!!Less than high school graduate; Margin of Error!!Total!!Less than high school graduate; Estimate!!Total!!High school graduate (includes equivalency); Margin of Error!!Total!!High school graduate (includes equivalency); Estimate!!Total!!Some college or associate's degree; Margin of Error!!Total!!Some college or associate's degree; Estimate!!Total!!Bachelor's degree; Margin of Error!!Total!!Bachelor's degree; Estimate!!Total!!Graduate or professional degree; Margin of Error!!Total!!Graduate or professional degree; Estimate!!Total!!Same house 1 year ago; Margin of Error!!Total!!Same house 1 year ago; Estimate!!Total!!Same house 1 year ago!!Less than high school graduate; Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate; Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree; Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree; Estimate!!Total!!Same house 1 year ago!!Bachelor's degree; Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree; Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2017.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2017.B07009-Table-Notes.txt,txt,5.99,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2018.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2018.B07009-Column-Metadata.csv,csv,6.25,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2018.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2018.B07009-Data.csv,csv,20.08,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,32,75,Geography; Geographic Area Name; Estimate!!Total; Margin of Error!!Total; Estimate!!Total!!Less than high school graduate; Margin of Error!!Total!!Less than high school graduate; Estimate!!Total!!High school graduate (includes equivalency); Margin of Error!!Total!!High school graduate (includes equivalency); Estimate!!Total!!Some college or associate's degree; Margin of Error!!Total!!Some college or associate's degree; Estimate!!Total!!Bachelor's degree; Margin of Error!!Total!!Bachelor's degree; Estimate!!Total!!Graduate or professional degree; Margin of Error!!Total!!Graduate or professional degree; Estimate!!Total!!Same house 1 year ago; Margin of Error!!Total!!Same house 1 year ago; Estimate!!Total!!Same house 1 year ago!!Less than high school graduate; Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate; Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency); Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree; Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree; Estimate!!Total!!Same house 1 year ago!!Bachelor's degree; Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree; Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2018.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2018.B07009-Table-Notes.txt,txt,6.17,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2019.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2019.B07009-Column-Metadata.csv,csv,6.38,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2019.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2019.B07009-Data.csv,csv,20.22,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,32,75,Geography; Geographic Area Name; Estimate!!Total:; Margin of Error!!Total:; Estimate!!Total:!!Less than high school graduate; Margin of Error!!Total:!!Less than high school graduate; Estimate!!Total:!!High school graduate (includes equivalency); Margin of Error!!Total:!!High school graduate (includes equivalency); Estimate!!Total:!!Some college or associate's degree; Margin of Error!!Total:!!Some college or associate's degree; Estimate!!Total:!!Bachelor's degree; Margin of Error!!Total:!!Bachelor's degree; Estimate!!Total:!!Graduate or professional degree; Margin of Error!!Total:!!Graduate or professional degree; Estimate!!Total:!!Same house 1 year ago:; Margin of Error!!Total:!!Same house 1 year ago:; Estimate!!Total:!!Same house 1 year ago:!!Less than high school graduate; Margin of Error!!Total:!!Same house 1 year ago:!!Less than high school graduate; Estimate!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency); Margin of Error!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency); Estimate!!Total:!!Same house 1 year ago:!!Some college or associate's degree; Margin of Error!!Total:!!Same house 1 year ago:!!Some college or associate's degree; Estimate!!Total:!!Same house 1 year ago:!!Bachelor's degree; Margin of Error!!Total:!!Same house 1 year ago:!!Bachelor's degree; Estimate!!Total:!!Same house 1 year ago:!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2019.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2019.B07009-Table-Notes.txt,txt,5.75,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2020.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2020.B07009-Column-Metadata.csv,csv,6.38,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2020.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2020.B07009-Data.csv,csv,21.07,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,34,75,Geography; Geographic Area Name; Estimate!!Total:; Margin of Error!!Total:; Estimate!!Total:!!Less than high school graduate; Margin of Error!!Total:!!Less than high school graduate; Estimate!!Total:!!High school graduate (includes equivalency); Margin of Error!!Total:!!High school graduate (includes equivalency); Estimate!!Total:!!Some college or associate's degree; Margin of Error!!Total:!!Some college or associate's degree; Estimate!!Total:!!Bachelor's degree; Margin of Error!!Total:!!Bachelor's degree; Estimate!!Total:!!Graduate or professional degree; Margin of Error!!Total:!!Graduate or professional degree; Estimate!!Total:!!Same house 1 year ago:; Margin of Error!!Total:!!Same house 1 year ago:; Estimate!!Total:!!Same house 1 year ago:!!Less than high school graduate; Margin of Error!!Total:!!Same house 1 year ago:!!Less than high school graduate; Estimate!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency); Margin of Error!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency); Estimate!!Total:!!Same house 1 year ago:!!Some college or associate's degree; Margin of Error!!Total:!!Same house 1 year ago:!!Some college or associate's degree; Estimate!!Total:!!Same house 1 year ago:!!Bachelor's degree; Margin of Error!!Total:!!Same house 1 year ago:!!Bachelor's degree; Estimate!!Total:!!Same house 1 year ago:!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2020.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2020.B07009-Table-Notes.txt,txt,5.78,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2021.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2021.B07009-Column-Metadata.csv,csv,6.38,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2021.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2021.B07009-Data.csv,csv,21.02,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,34,75,Geography; Geographic Area Name; Estimate!!Total:; Margin of Error!!Total:; Estimate!!Total:!!Less than high school graduate; Margin of Error!!Total:!!Less than high school graduate; Estimate!!Total:!!High school graduate (includes equivalency); Margin of Error!!Total:!!High school graduate (includes equivalency); Estimate!!Total:!!Some college or associate's degree; Margin of Error!!Total:!!Some college or associate's degree; Estimate!!Total:!!Bachelor's degree; Margin of Error!!Total:!!Bachelor's degree; Estimate!!Total:!!Graduate or professional degree; Margin of Error!!Total:!!Graduate or professional degree; Estimate!!Total:!!Same house 1 year ago:; Margin of Error!!Total:!!Same house 1 year ago:; Estimate!!Total:!!Same house 1 year ago:!!Less than high school graduate; Margin of Error!!Total:!!Same house 1 year ago:!!Less than high school graduate; Estimate!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency); Margin of Error!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency); Estimate!!Total:!!Same house 1 year ago:!!Some college or associate's degree; Margin of Error!!Total:!!Same house 1 year ago:!!Some college or associate's degree; Estimate!!Total:!!Same house 1 year ago:!!Bachelor's degree; Margin of Error!!Total:!!Same house 1 year ago:!!Bachelor's degree; Estimate!!Total:!!Same house 1 year ago:!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2021.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2021.B07009-Table-Notes.txt,txt,5.39,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2022.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2022.B07009-Column-Metadata.csv,csv,6.38,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
ACSDT5Y2022.B07009-Data.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2022.B07009-Data.csv,csv,20.96,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,34,75,Geography; Geographic Area Name; Estimate!!Total:; Margin of Error!!Total:; Estimate!!Total:!!Less than high school graduate; Margin of Error!!Total:!!Less than high school graduate; Estimate!!Total:!!High school graduate (includes equivalency); Margin of Error!!Total:!!High school graduate (includes equivalency); Estimate!!Total:!!Some college or associate's degree; Margin of Error!!Total:!!Some college or associate's degree; Estimate!!Total:!!Bachelor's degree; Margin of Error!!Total:!!Bachelor's degree; Estimate!!Total:!!Graduate or professional degree; Margin of Error!!Total:!!Graduate or professional degree; Estimate!!Total:!!Same house 1 year ago:; Margin of Error!!Total:!!Same house 1 year ago:; Estimate!!Total:!!Same house 1 year ago:!!Less than high school graduate; Margin of Error!!Total:!!Same house 1 year ago:!!Less than high school graduate; Estimate!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency); Margin of Error!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency); Estimate!!Total:!!Same house 1 year ago:!!Some college or associate's degree; Margin of Error!!Total:!!Same house 1 year ago:!!Some college or associate's degree; Estimate!!Total:!!Same house 1 year ago:!!Bachelor's degree; Margin of Error!!Total:!!Same house 1 year ago:!!Bachelor's degree; Estimate!!Total:!!Same house 1 year ago:!!Graduate or professional degree; ...,,,,csv encoding=utf-8-sig
ACSDT5Y2022.B07009-Table-Notes.txt,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2022.B07009-Table-Notes.txt,txt,5.7,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,,,,,,,documentation or metadata text file
ACSDT5Y2023.B07009-Column-Metadata.csv,data/raw/acs/reference_repo/B07009_Geographical_Mobility/ACSDT5Y2023.B07009-Column-Metadata.csv,csv,6.38,data/raw/acs/reference_repo/B07009_Geographical_Mobility,demographics,raw_source,73,2,GEO_ID; Geography,,,,csv encoding=utf-8-sig
