year,indicator_value,indicator_unit,data_topic,indicator_name,source_file,etl_processed_at,value_type,verified,county_fips,county_name,notes
2019,19,count,mental_health,suicide_deaths_mental_health_signal,data/raw/public_health/cdc_wonder/monroe_county_suicide_deaths_wonder_export.txt,2026-06-13T22:00:49.380182+00:00,mortality_count,True,18105,Monroe County,"Mental health crisis signal derived from CDC WONDER / NCHS suicide mortality for Monroe County. County-level deaths, not youth-only survey data."
2020,17,count,mental_health,suicide_deaths_mental_health_signal,data/raw/public_health/cdc_wonder/monroe_county_suicide_deaths_wonder_export.txt,2026-06-13T22:00:49.380182+00:00,mortality_count,True,18105,Monroe County,"Mental health crisis signal derived from CDC WONDER / NCHS suicide mortality for Monroe County. County-level deaths, not youth-only survey data."
2021,17,count,mental_health,suicide_deaths_mental_health_signal,data/raw/public_health/cdc_wonder/monroe_county_suicide_deaths_wonder_export.txt,2026-06-13T22:00:49.380182+00:00,mortality_count,True,18105,Monroe County,"Mental health crisis signal derived from CDC WONDER / NCHS suicide mortality for Monroe County. County-level deaths, not youth-only survey data."
2022,18,count,mental_health,suicide_deaths_mental_health_signal,data/raw/public_health/cdc_wonder/monroe_county_suicide_deaths_wonder_export.txt,2026-06-13T22:00:49.380182+00:00,mortality_count,True,18105,Monroe County,"Mental health crisis signal derived from CDC WONDER / NCHS suicide mortality for Monroe County. County-level deaths, not youth-only survey data."
2023,20,count,mental_health,suicide_deaths_mental_health_signal,data/raw/public_health/cdc_wonder/monroe_county_suicide_deaths_wonder_export.txt,2026-06-13T22:00:49.380182+00:00,mortality_count,True,18105,Monroe County,"Mental health crisis signal derived from CDC WONDER / NCHS suicide mortality for Monroe County. County-level deaths, not youth-only survey data."
