"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","5,643","±648"
"    For rent","1,332","±321"
"    Rented, not occupied","874","±216"
"    For sale only","484","±178"
"    Sold, not occupied","217","±114"
"    For seasonal, recreational, or occasional use","1,345","±250"
"    For migrant workers","0","±27"
"    Other vacant","1,391","±372"
