"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","5,726","±569"
"    For rent","1,310","±319"
"    Rented, not occupied","1,029","±264"
"    For sale only","494","±196"
"    Sold, not occupied","310","±149"
"    For seasonal, recreational, or occasional use","1,146","±240"
"    For migrant workers","0","±27"
"    Other vacant","1,437","±325"
