"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","5,743","±597"
"    For rent","1,404","±290"
"    Rented, not occupied","810","±268"
"    For sale only","472","±211"
"    Sold, not occupied","207","±123"
"    For seasonal, recreational, or occasional use","1,313","±243"
"    For migrant workers","0","±27"
"    Other vacant","1,537","±358"
