"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","5,976","±613"
"    For rent","1,530","±360"
"    Rented, not occupied","746","±271"
"    For sale only","371","±166"
"    Sold, not occupied","89","±90"
"    For seasonal, recreational, or occasional use","1,111","±284"
"    For migrant workers","0","±28"
"    Other vacant","2,129","±407"
