"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","5,826","±554"
"    For rent","1,375","±338"
"    Rented, not occupied","943","±260"
"    For sale only","523","±201"
"    Sold, not occupied","189","±102"
"    For seasonal, recreational, or occasional use","1,376","±237"
"    For migrant workers","0","±27"
"    Other vacant","1,420","±350"
