"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","5,674","±570"
"    For rent","1,553","±321"
"    Rented, not occupied","775","±290"
"    For sale only","413","±228"
"    Sold, not occupied","70","±73"
"    For seasonal, recreational, or occasional use","847","±233"
"    For migrant workers","0","±29"
"    Other vacant","2,016","±370"
