"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","5,607","±590"
"    For rent","1,550","±340"
"    Rented, not occupied","728","±255"
"    For sale only","474","±177"
"    Sold, not occupied","118","±102"
"    For seasonal, recreational, or occasional use","1,072","±250"
"    For migrant workers","0","±27"
"    Other vacant","1,665","±365"
