"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","5,326","±593"
"    For rent","1,075","±277"
"    Rented, not occupied","1,083","±264"
"    For sale only","352","±170"
"    Sold, not occupied","314","±149"
"    For seasonal, recreational, or occasional use","1,171","±247"
"    For migrant workers","0","±27"
"    Other vacant","1,331","±320"
