"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","5,995","±608"
"    For rent","1,542","±322"
"    Rented, not occupied","717","±232"
"    For sale only","429","±223"
"    Sold, not occupied","47","±50"
"    For seasonal, recreational, or occasional use","786","±238"
"    For migrant workers","0","±29"
"    Other vacant","2,474","±443"
