"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","6,543","±665"
"    For rent","1,702","±381"
"    Rented, not occupied","805","±298"
"    For sale only","459","±229"
"    Sold, not occupied","17","±34"
"    For seasonal, recreational, or occasional use","921","±258"
"    For migrant workers","0","±30"
"    Other vacant","2,639","±440"
