"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","22,868","*****"
"    In households:","22,745","±61"
"        Under 3 years","3,611","±233"
"        3 and 4 years","2,787","±233"
"        5 years","1,392","±254"
"        6 to 8 years","3,791","±393"
"        9 to 11 years","3,837","±379"
"        12 to 14 years","3,727","±357"
"        15 to 17 years","3,600","±128"
"    In group quarters","123","±61"
