"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","22,118","*****"
"    In households:","21,971","±59"
"        Under 3 years","3,294","±269"
"        3 and 4 years","2,687","±270"
"        5 years","1,372","±311"
"        6 to 8 years","3,668","±373"
"        9 to 11 years","3,495","±323"
"        12 to 14 years","3,850","±420"
"        15 to 17 years","3,605","±73"
"    In group quarters","147","±59"
