"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","57,160","±701"
"    Household received Food Stamps/SNAP in the past 12 months:","3,769","±545"
"        At least one person in household 60 years or over","1,176","±272"
"        No people in household 60 years or over","2,593","±427"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","53,391","±798"
"        At least one person in household 60 years or over","16,464","±541"
"        No people in household 60 years or over","36,927","±757"
