"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","55,537","±732"
"    Household received Food Stamps/SNAP in the past 12 months:","4,533","±427"
"        At least one person in household 60 years or over","1,072","±228"
"        No people in household 60 years or over","3,461","±378"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","51,004","±849"
"        At least one person in household 60 years or over","16,207","±372"
"        No people in household 60 years or over","34,797","±859"
