"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","58,264","±686"
"    Household received Food Stamps/SNAP in the past 12 months:","3,594","±588"
"        At least one person in household 60 years or over","1,147","±313"
"        No people in household 60 years or over","2,447","±459"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","54,670","±846"
"        At least one person in household 60 years or over","17,308","±495"
"        No people in household 60 years or over","37,362","±912"
