"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","57,466","±755"
"    Household received Food Stamps/SNAP in the past 12 months:","3,689","±504"
"        At least one person in household 60 years or over","1,185","±302"
"        No people in household 60 years or over","2,504","±470"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","53,777","±894"
"        At least one person in household 60 years or over","16,987","±506"
"        No people in household 60 years or over","36,790","±839"
