"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","55,624","±725"
"    Household received Food Stamps/SNAP in the past 12 months:","4,346","±458"
"        At least one person in household 60 years or over","1,046","±201"
"        No people in household 60 years or over","3,300","±389"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","51,278","±809"
"        At least one person in household 60 years or over","16,707","±435"
"        No people in household 60 years or over","34,571","±865"
