"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","62,073","±338"
"    1, detached","33,577","±842"
"    1, attached","4,078","±447"
"    2","1,082","±272"
"    3 or 4","3,550","±582"
"    5 to 9","5,539","±639"
"    10 to 19","5,217","±571"
"    20 to 49","2,610","±425"
"    50 or more","2,906","±529"
"    Mobile home","3,514","±500"
"    Boat, RV, van, etc.","0","±29"
