"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","63,155","±384"
"    1, detached","33,852","±727"
"    1, attached","3,883","±405"
"    2","1,218","±335"
"    3 or 4","3,661","±517"
"    5 to 9","5,630","±677"
"    10 to 19","5,591","±468"
"    20 to 49","2,643","±392"
"    50 or more","3,122","±432"
"    Mobile home","3,555","±498"
"    Boat, RV, van, etc.","0","±29"
