"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","64,850","±185"
"    1, detached","34,990","±965"
"    1, attached","3,990","±463"
"    2","1,288","±320"
"    3 or 4","3,614","±559"
"    5 to 9","5,781","±691"
"    10 to 19","5,470","±673"
"    20 to 49","2,821","±527"
"    50 or more","3,782","±456"
"    Mobile home","3,114","±391"
"    Boat, RV, van, etc.","0","±30"
