"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","60,104","±391"
"    1, detached","32,100","±771"
"    1, attached","3,945","±404"
"    2","1,261","±274"
"    3 or 4","3,313","±402"
"    5 to 9","6,252","±516"
"    10 to 19","5,329","±522"
"    20 to 49","2,508","±381"
"    50 or more","2,097","±262"
"    Mobile home","3,299","±363"
"    Boat, RV, van, etc.","0","±27"
