"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","59,808","±481"
"    1, detached","31,910","±669"
"    1, attached","3,649","±305"
"    2","1,459","±257"
"    3 or 4","3,027","±358"
"    5 to 9","6,190","±604"
"    10 to 19","5,645","±527"
"    20 to 49","2,521","±323"
"    50 or more","2,455","±326"
"    Mobile home","2,952","±300"
"    Boat, RV, van, etc.","0","±27"
