"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","61,600","±377"
"    1, detached","33,401","±683"
"    1, attached","4,215","±383"
"    2","1,067","±230"
"    3 or 4","3,334","±400"
"    5 to 9","5,221","±477"
"    10 to 19","5,539","±503"
"    20 to 49","2,700","±419"
"    50 or more","2,461","±369"
"    Mobile home","3,662","±364"
"    Boat, RV, van, etc.","0","±28"
