"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","64,009","±190"
"    1, detached","34,364","±943"
"    1, attached","4,055","±457"
"    2","1,274","±270"
"    3 or 4","3,875","±520"
"    5 to 9","5,714","±582"
"    10 to 19","5,306","±568"
"    20 to 49","2,677","±448"
"    50 or more","3,407","±498"
"    Mobile home","3,337","±502"
"    Boat, RV, van, etc.","0","±30"
