"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","57,466","±755"
"    Household received Food Stamps/SNAP in the past 12 months:","3,689","±504"
"        Income in the past 12 months below poverty level","2,187","±457"
"        Income in the past 12 months at or above poverty level","1,502","±319"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","53,777","±894"
"        Income in the past 12 months below poverty level","9,821","±825"
"        Income in the past 12 months at or above poverty level","43,956","±931"
