"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","54,165","±810"
"    Household received Food Stamps/SNAP in the past 12 months:","4,753","±483"
"        Income in the past 12 months below poverty level","2,957","±367"
"        Income in the past 12 months at or above poverty level","1,796","±257"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","49,412","±752"
"        Income in the past 12 months below poverty level","9,543","±606"
"        Income in the past 12 months at or above poverty level","39,869","±738"
