"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","55,624","±725"
"    Household received Food Stamps/SNAP in the past 12 months:","4,346","±458"
"        Income in the past 12 months below poverty level","2,703","±390"
"        Income in the past 12 months at or above poverty level","1,643","±284"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","51,278","±809"
"        Income in the past 12 months below poverty level","9,158","±594"
"        Income in the past 12 months at or above poverty level","42,120","±809"
