"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","53,778","±640"
"    Household received Food Stamps/SNAP in the past 12 months:","4,979","±428"
"        Income in the past 12 months below poverty level","3,091","±359"
"        Income in the past 12 months at or above poverty level","1,888","±292"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","48,799","±796"
"        Income in the past 12 months below poverty level","9,342","±621"
"        Income in the past 12 months at or above poverty level","39,457","±851"
