"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","58,264","±686"
"    Household received Food Stamps/SNAP in the past 12 months:","3,594","±588"
"        Income in the past 12 months below poverty level","2,184","±471"
"        Income in the past 12 months at or above poverty level","1,410","±290"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","54,670","±846"
"        Income in the past 12 months below poverty level","9,683","±770"
"        Income in the past 12 months at or above poverty level","44,987","±983"
