"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","55,537","±732"
"    Household received Food Stamps/SNAP in the past 12 months:","4,533","±427"
"        Income in the past 12 months below poverty level","2,783","±311"
"        Income in the past 12 months at or above poverty level","1,750","±294"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","51,004","±849"
"        Income in the past 12 months below poverty level","9,796","±708"
"        Income in the past 12 months at or above poverty level","41,208","±779"
