"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","57,160","±701"
"    Household received Food Stamps/SNAP in the past 12 months:","3,769","±545"
"        Income in the past 12 months below poverty level","2,380","±428"
"        Income in the past 12 months at or above poverty level","1,389","±289"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","53,391","±798"
"        Income in the past 12 months below poverty level","10,070","±800"
"        Income in the past 12 months at or above poverty level","43,321","±933"
