"Label (Grouping)","Monroe County, Indiana!!Estimate","Monroe County, Indiana!!Margin of Error"
"Total:","54,278","±673"
"    Household received Food Stamps/SNAP in the past 12 months:","4,645","±435"
"        Income in the past 12 months below poverty level","2,847","±328"
"        Income in the past 12 months at or above poverty level","1,798","±275"
"    Household did not receive Food Stamps/SNAP in the past 12 months:","49,633","±781"
"        Income in the past 12 months below poverty level","9,287","±552"
"        Income in the past 12 months at or above poverty level","40,346","±774"
